Customer_Id,Gender,Device_Type,Customer_Type,Product_Category,Product,Brand,Sales,Quantity,Discount,Profit,Shipping_Cost,Payment_Method,Order_Priority,Platform
4191,Female,Desktop,Returning,Toys,Board Game,Fisher-Price,19310,7,36,3307,170,UPI,Medium,E-Commerce
3861,Male,Mobile,New,Beauty,Shampoo,Nivea,29029,3,21,4733,54,Wallet,Low,E-Commerce
3538,Female,Desktop,New,Beauty,Perfume,L'Oreal,17823,6,35,1013,99,Credit Card,Low,E-Commerce
4983,Female,Desktop,New,Electronics,Smartwatch,Dell,8929,7,40,653,67,Credit Card,High,E-Commerce
1451,Male,Desktop,Returning,Books,Textbook,Penguin,8876,7,30,782,189,Cash,Medium,E-Commerce
2523,Male,Desktop,New,Home Appliances,Vacuum Cleaner,Philips,8387,8,16,4144,99,UPI,Medium,E-Commerce
1164,Female,Desktop,Returning,Home Appliances,Microwave,LG,35053,5,39,3544,25,UPI,Medium,E-Commerce
1181,Female,Tablet,Returning,Beauty,Perfume,L'Oreal,42908,5,20,1607,119,Credit Card,Low,E-Commerce
3516,Female,Tablet,New,Beauty,Shampoo,Lakme,41297,2,8,3330,139,UPI,Low,E-Commerce
1909,Male,Mobile,New,Clothing,Sweater,Adidas,7990,2,32,1549,114,UPI,High,E-Commerce
3782,Male,Mobile,New,Clothing,Sweater,Levi's,37845,4,42,1518,130,Credit Card,High,E-Commerce
1822,Male,Desktop,New,Home Appliances,Microwave,Panasonic,48204,7,37,1965,111,UPI,Low,E-Commerce
1943,Male,Mobile,Returning,Home Appliances,Iron,Whirlpool,861,8,41,3446,54,Wallet,Low,E-Commerce
3001,Male,Mobile,New,Clothing,T-shirt,H&M,25591,3,14,689,36,UPI,Medium,E-Commerce
3054,Male,Desktop,New,Groceries,Pasta,Fortune,39133,1,35,1415,194,UPI,Low,E-Commerce
1329,Female,Tablet,New,Beauty,Perfume,L'Oreal,25405,4,18,322,49,Credit Card,Medium,E-Commerce
1774,Female,Tablet,New,Clothing,T-shirt,H&M,23296,6,9,3822,28,Wallet,High,E-Commerce
4744,Female,Mobile,New,Clothing,Dress,Zara,3641,6,14,2525,42,Wallet,Low,E-Commerce
3198,Male,Tablet,Returning,Books,Textbook,Penguin,20623,9,29,858,64,UPI,Low,E-Commerce
4156,Female,Tablet,Returning,Home Appliances,Air Fryer,Whirlpool,46510,7,45,3869,84,Cash,Medium,E-Commerce
1146,Male,Mobile,Returning,Toys,Toy Car,LEGO,17176,9,49,4379,159,Cash,High,E-Commerce
4695,Male,Desktop,New,Clothing,Jacket,Nike,39298,5,21,2969,100,Credit Card,Low,E-Commerce
4452,Female,Mobile,New,Books,Textbook,Penguin,38673,5,24,1256,193,Wallet,Medium,E-Commerce
1914,Male,Mobile,Returning,Electronics,Laptop,Apple,17243,5,37,4236,180,Credit Card,Low,E-Commerce
2571,Female,Mobile,Returning,Clothing,Dress,H&M,2109,5,13,1182,147,Cash,High,E-Commerce
2308,Female,Desktop,Returning,Toys,Doll,Hasbro,44031,4,35,801,41,UPI,Medium,E-Commerce
3747,Male,Desktop,Returning,Books,Comic,Random House,34628,6,9,554,29,Credit Card,Medium,E-Commerce
1081,Female,Desktop,New,Toys,Action Figure,Hasbro,1123,1,33,228,109,Credit Card,Medium,E-Commerce
1513,Female,Desktop,New,Clothing,T-shirt,Levi's,34833,2,8,857,161,UPI,High,E-Commerce
2920,Female,Mobile,New,Electronics,Smartphone,Apple,35188,9,35,2194,158,Credit Card,Medium,E-Commerce
3862,Female,Tablet,Returning,Clothing,Jeans,Levi's,23371,6,8,258,166,UPI,High,E-Commerce
3756,Male,Mobile,Returning,Books,Comic,Scholastic,49416,6,22,4009,70,Credit Card,Low,E-Commerce
2939,Female,Desktop,Returning,Electronics,Smartwatch,Sony,21597,4,22,93,47,Wallet,Low,E-Commerce
4594,Female,Tablet,New,Electronics,Laptop,Apple,22803,5,44,4891,46,Cash,Medium,E-Commerce
1745,Female,Mobile,New,Electronics,Laptop,Sony,24813,9,38,2233,158,Cash,Low,E-Commerce
4070,Male,Tablet,Returning,Groceries,Pasta,Dawat,9266,2,18,2773,169,Credit Card,Low,E-Commerce
2409,Female,Desktop,New,Books,Comic,Oxford,35269,3,30,2025,172,Wallet,Low,E-Commerce
1706,Male,Tablet,Returning,Groceries,Pasta,Aashirvaad,896,8,27,4031,38,Wallet,Medium,E-Commerce
1470,Female,Tablet,Returning,Toys,Action Figure,Hot Wheels,31640,9,37,4024,186,UPI,Medium,E-Commerce
4190,Female,Desktop,Returning,Electronics,Headphones,Apple,44168,5,21,987,26,Cash,High,E-Commerce
1395,Female,Tablet,New,Groceries,Cooking Oil,Patanjali,4997,3,46,2639,153,Cash,Low,E-Commerce
2555,Male,Mobile,Returning,Clothing,Jacket,Zara,34779,1,36,4365,156,Credit Card,High,E-Commerce
3308,Male,Tablet,Returning,Groceries,Cooking Oil,Dawat,10785,2,39,3067,137,Cash,High,E-Commerce
1804,Male,Mobile,New,Beauty,Foundation,Nivea,45709,4,47,1056,165,Wallet,Low,E-Commerce
1933,Male,Tablet,Returning,Toys,Puzzle,Hasbro,3192,4,34,2656,178,UPI,High,E-Commerce
2279,Male,Tablet,Returning,Electronics,Smartphone,Apple,47890,5,19,3795,81,Wallet,Medium,E-Commerce
2757,Male,Desktop,New,Electronics,Smartwatch,Dell,2532,9,11,1961,80,UPI,Low,E-Commerce
1904,Female,Desktop,Returning,Home Appliances,Air Fryer,Whirlpool,40256,2,10,2857,193,Cash,Low,E-Commerce
4297,Male,Mobile,Returning,Toys,Toy Car,Hot Wheels,42814,2,13,4174,105,Credit Card,Low,E-Commerce
2076,Female,Desktop,Returning,Toys,Board Game,Hot Wheels,21618,5,17,811,28,UPI,Medium,E-Commerce
3987,Male,Desktop,New,Books,Novel,Random House,27828,2,44,4266,41,UPI,High,E-Commerce
2890,Male,Desktop,Returning,Clothing,Dress,H&M,8139,5,22,64,72,UPI,Medium,E-Commerce
2523,Male,Desktop,Returning,Home Appliances,Microwave,Bosch,49261,5,39,2317,40,Cash,High,E-Commerce
4577,Female,Desktop,Returning,Toys,Doll,Mattel,45195,7,5,4452,182,Wallet,Medium,E-Commerce
3901,Male,Mobile,New,Home Appliances,Air Fryer,Bosch,4752,4,28,4969,176,UPI,Medium,E-Commerce
2387,Male,Mobile,New,Toys,Doll,LEGO,45199,2,40,4617,104,UPI,Low,E-Commerce
2303,Female,Desktop,New,Home Appliances,Iron,Philips,37977,8,20,1755,72,Wallet,Medium,E-Commerce
1592,Female,Desktop,Returning,Books,Novel,Scholastic,11168,1,22,2784,81,Wallet,Medium,E-Commerce
3761,Female,Mobile,New,Toys,Action Figure,Hot Wheels,5577,1,7,3953,80,Cash,High,E-Commerce
4229,Female,Tablet,Returning,Groceries,Pasta,Fortune,27975,7,46,3750,182,Cash,High,E-Commerce
3679,Male,Mobile,New,Beauty,Face Wash,Maybelline,1775,4,41,2446,106,Cash,Medium,E-Commerce
3106,Female,Tablet,New,Beauty,Perfume,Dove,29438,3,12,4147,187,Wallet,Low,E-Commerce
4798,Male,Desktop,New,Beauty,Perfume,L'Oreal,33062,1,22,1105,101,Credit Card,Low,E-Commerce
1127,Male,Desktop,New,Toys,Action Figure,Hot Wheels,33326,8,33,1383,78,Wallet,High,E-Commerce
1735,Female,Mobile,Returning,Home Appliances,Iron,Philips,20807,8,41,3386,106,Wallet,High,E-Commerce
3768,Male,Desktop,New,Beauty,Lipstick,Dove,17500,4,31,2372,20,Credit Card,Low,E-Commerce
4953,Female,Tablet,Returning,Clothing,T-shirt,Levi's,14592,2,48,695,191,Cash,High,E-Commerce
4186,Male,Tablet,Returning,Groceries,Rice,Fortune,30754,4,33,2451,77,Credit Card,High,E-Commerce
4280,Female,Mobile,Returning,Beauty,Shampoo,Nivea,4171,7,8,4587,156,UPI,High,E-Commerce
3573,Female,Tablet,New,Electronics,Tablet,HP,18595,4,16,2866,44,Wallet,Low,E-Commerce
1520,Female,Mobile,New,Toys,Doll,Mattel,1842,3,17,3518,185,Wallet,Low,E-Commerce
3599,Female,Mobile,Returning,Groceries,Rice,Fortune,38020,1,18,2871,172,Credit Card,Medium,E-Commerce
1236,Female,Tablet,New,Clothing,Sweater,Levi's,38200,9,18,660,26,Credit Card,High,E-Commerce
2304,Female,Tablet,Returning,Beauty,Lipstick,Nivea,34291,5,14,1230,193,UPI,Medium,E-Commerce
4430,Male,Tablet,New,Clothing,Sweater,H&M,40233,2,26,4339,99,Cash,Medium,E-Commerce
4272,Male,Tablet,New,Toys,Board Game,Fisher-Price,17617,6,13,3195,137,UPI,Medium,E-Commerce
2781,Male,Tablet,Returning,Beauty,Foundation,Dove,41857,2,28,4570,54,UPI,High,E-Commerce
2301,Female,Tablet,New,Electronics,Laptop,Apple,28162,6,21,1880,114,Wallet,Low,E-Commerce
4306,Male,Tablet,Returning,Groceries,Flour,Patanjali,9660,9,28,874,20,Wallet,High,E-Commerce
3541,Female,Desktop,Returning,Home Appliances,Mixer,Panasonic,961,2,9,4782,167,Wallet,Low,E-Commerce
3051,Male,Mobile,New,Electronics,Laptop,HP,25213,1,38,3789,56,Wallet,High,E-Commerce
3713,Male,Mobile,New,Beauty,Perfume,Dove,17645,7,46,2640,171,UPI,Low,E-Commerce
1441,Female,Tablet,New,Books,Novel,HarperCollins,43657,8,5,62,132,Wallet,Medium,E-Commerce
3076,Male,Mobile,Returning,Groceries,Flour,Aashirvaad,25938,2,31,3172,152,Cash,High,E-Commerce
4180,Male,Tablet,New,Clothing,Jacket,H&M,29952,4,44,4722,158,Wallet,Low,E-Commerce
3657,Male,Desktop,New,Beauty,Shampoo,Maybelline,1092,8,12,4702,139,Credit Card,Medium,E-Commerce
4798,Female,Mobile,New,Electronics,Smartphone,HP,6196,4,10,674,182,Wallet,Medium,E-Commerce
1804,Male,Mobile,New,Toys,Board Game,Hot Wheels,19231,9,9,2077,48,Wallet,Medium,E-Commerce
1074,Female,Desktop,Returning,Home Appliances,Microwave,Philips,18330,1,22,4710,137,UPI,Medium,E-Commerce
3885,Male,Desktop,New,Books,Cookbook,Penguin,34710,7,11,4586,170,UPI,Low,E-Commerce
4217,Male,Desktop,Returning,Home Appliances,Mixer,LG,3306,3,40,1355,171,Credit Card,Low,E-Commerce
3175,Male,Mobile,New,Toys,Doll,Hasbro,48488,3,37,193,97,Credit Card,Medium,E-Commerce
4924,Male,Mobile,New,Beauty,Perfume,Maybelline,32436,7,38,2877,134,UPI,Medium,E-Commerce
3089,Female,Desktop,New,Clothing,T-shirt,Zara,3825,6,36,3879,144,UPI,Medium,E-Commerce
2379,Male,Desktop,Returning,Electronics,Smartphone,Apple,39915,3,7,321,94,Wallet,Medium,E-Commerce
1040,Female,Desktop,Returning,Groceries,Cooking Oil,Dawat,20640,2,5,3173,84,UPI,Medium,E-Commerce
3981,Female,Desktop,New,Books,Textbook,Penguin,22281,6,25,2091,191,Credit Card,High,E-Commerce
3081,Male,Desktop,Returning,Beauty,Shampoo,Dove,9493,7,17,2692,173,UPI,Low,E-Commerce
4088,Male,Tablet,Returning,Beauty,Foundation,Maybelline,41340,9,12,1579,39,Cash,Low,E-Commerce
2700,Female,Desktop,New,Beauty,Foundation,Nivea,15653,9,48,2685,85,Credit Card,High,E-Commerce
4224,Female,Tablet,New,Beauty,Shampoo,Maybelline,11049,9,34,2463,52,Cash,Low,E-Commerce
4045,Male,Mobile,New,Electronics,Smartwatch,Samsung,44717,1,12,713,194,Credit Card,Medium,E-Commerce
2401,Male,Mobile,New,Groceries,Rice,Patanjali,29155,4,31,502,64,UPI,Low,E-Commerce
1587,Male,Tablet,New,Clothing,Jacket,Adidas,11987,4,43,2593,192,Credit Card,Medium,E-Commerce
2622,Male,Desktop,New,Books,Textbook,Random House,40857,8,27,4745,31,Credit Card,Low,E-Commerce
4700,Male,Mobile,Returning,Home Appliances,Microwave,Philips,9287,3,12,4334,75,UPI,High,E-Commerce
4945,Female,Desktop,New,Beauty,Perfume,Dove,35315,1,19,3681,86,Credit Card,Low,E-Commerce
1341,Male,Desktop,New,Toys,Board Game,Hot Wheels,41486,3,11,4021,169,UPI,Medium,E-Commerce
3074,Male,Tablet,New,Beauty,Shampoo,Nivea,35696,6,16,1281,185,Wallet,High,E-Commerce
4896,Female,Mobile,New,Groceries,Sugar,Amul,38707,7,40,4629,104,UPI,Medium,E-Commerce
4358,Male,Mobile,Returning,Groceries,Pasta,Aashirvaad,630,9,42,3190,127,Credit Card,Low,E-Commerce
1645,Male,Tablet,Returning,Electronics,Smartwatch,Samsung,19951,5,47,2655,62,Cash,High,E-Commerce
1730,Female,Desktop,Returning,Electronics,Tablet,Dell,20235,5,34,2586,110,UPI,Medium,E-Commerce
1167,Male,Desktop,New,Toys,Board Game,Mattel,2832,3,14,3556,153,UPI,Low,E-Commerce
1609,Female,Mobile,New,Toys,Toy Car,Fisher-Price,1236,3,23,3666,158,UPI,High,E-Commerce
3315,Male,Tablet,Returning,Electronics,Laptop,HP,37115,9,22,1899,36,UPI,Low,E-Commerce
2772,Male,Tablet,Returning,Books,Novel,Random House,17975,3,48,4507,126,Cash,High,E-Commerce
3040,Male,Desktop,New,Toys,Toy Car,Hasbro,732,3,24,1819,160,UPI,Low,E-Commerce
3868,Female,Desktop,New,Electronics,Smartphone,HP,31830,9,6,298,195,Cash,High,E-Commerce
1454,Female,Tablet,New,Beauty,Shampoo,Dove,49873,4,34,4856,185,Cash,Medium,E-Commerce
3953,Female,Mobile,New,Electronics,Smartwatch,Dell,39023,6,48,3214,103,UPI,Low,E-Commerce
2708,Female,Desktop,New,Home Appliances,Mixer,Panasonic,1435,1,47,2875,57,Credit Card,Low,E-Commerce
4472,Male,Tablet,Returning,Books,Comic,Oxford,6233,2,47,2885,68,Wallet,Low,E-Commerce
3969,Female,Tablet,New,Electronics,Tablet,Sony,25014,3,15,2731,118,Cash,High,E-Commerce
4028,Female,Tablet,Returning,Electronics,Smartphone,HP,8067,2,26,286,84,Credit Card,High,E-Commerce
4547,Female,Mobile,New,Beauty,Shampoo,Lakme,34611,3,46,681,127,Wallet,Low,E-Commerce
1701,Male,Desktop,Returning,Toys,Doll,Hot Wheels,43771,5,23,3768,69,UPI,High,E-Commerce
3681,Male,Desktop,Returning,Beauty,Foundation,Maybelline,864,1,7,3735,32,Credit Card,Medium,E-Commerce
4629,Female,Desktop,Returning,Home Appliances,Air Fryer,Bosch,46968,1,8,3185,110,Wallet,Low,E-Commerce
2599,Female,Mobile,New,Home Appliances,Vacuum Cleaner,LG,44249,7,39,2323,150,Credit Card,Medium,E-Commerce
1129,Male,Desktop,New,Beauty,Lipstick,Maybelline,32878,9,42,2400,47,UPI,Low,E-Commerce
4067,Female,Desktop,New,Electronics,Smartwatch,Sony,42710,9,13,241,89,Wallet,Low,E-Commerce
2845,Female,Desktop,Returning,Beauty,Face Wash,L'Oreal,9147,7,12,1346,193,Credit Card,Low,E-Commerce
2386,Female,Desktop,Returning,Groceries,Cooking Oil,Amul,26839,2,38,484,65,Wallet,Medium,E-Commerce
4776,Female,Mobile,New,Clothing,T-shirt,Adidas,14116,7,35,3247,156,UPI,High,E-Commerce
3866,Male,Tablet,Returning,Clothing,Sweater,Nike,15340,9,44,2301,64,Credit Card,Medium,E-Commerce
1692,Male,Tablet,Returning,Beauty,Foundation,L'Oreal,45883,7,23,3863,180,Cash,Medium,E-Commerce
4363,Male,Desktop,Returning,Toys,Action Figure,Mattel,12424,2,41,2941,23,Wallet,Medium,E-Commerce
2394,Female,Desktop,Returning,Books,Textbook,HarperCollins,42278,7,36,2636,160,Wallet,Low,E-Commerce
1793,Female,Desktop,New,Home Appliances,Air Fryer,LG,29168,4,48,3211,71,Wallet,High,E-Commerce
1028,Male,Mobile,Returning,Beauty,Perfume,Nivea,27041,8,48,3680,185,Wallet,High,E-Commerce
1148,Male,Desktop,New,Toys,Puzzle,LEGO,20275,3,32,676,84,Wallet,High,E-Commerce
4850,Male,Mobile,Returning,Beauty,Perfume,Dove,31711,5,45,2137,65,Wallet,High,E-Commerce
2319,Female,Desktop,Returning,Electronics,Headphones,Apple,48064,3,22,3702,148,UPI,Medium,E-Commerce
3058,Male,Desktop,New,Home Appliances,Iron,Philips,20490,7,29,209,179,Credit Card,High,E-Commerce
4583,Female,Tablet,Returning,Home Appliances,Iron,LG,36782,3,14,1173,125,Cash,Medium,E-Commerce
3723,Female,Desktop,New,Toys,Action Figure,Hot Wheels,33147,5,9,3422,196,Wallet,Medium,E-Commerce
2136,Male,Mobile,New,Home Appliances,Vacuum Cleaner,Philips,48854,1,19,1317,38,Cash,High,E-Commerce
1186,Male,Tablet,New,Books,Textbook,Oxford,21545,4,29,385,100,Credit Card,High,E-Commerce
3854,Female,Mobile,New,Beauty,Foundation,Dove,16386,6,24,1915,199,Credit Card,Medium,E-Commerce
3791,Male,Tablet,New,Groceries,Cooking Oil,Amul,25895,2,14,1453,186,Credit Card,High,E-Commerce
2250,Male,Mobile,New,Toys,Toy Car,Fisher-Price,41424,6,42,4694,60,Cash,Low,E-Commerce
2333,Female,Tablet,New,Clothing,Dress,H&M,34982,7,45,549,95,UPI,High,E-Commerce
1097,Female,Mobile,Returning,Toys,Toy Car,Fisher-Price,1015,8,32,2834,167,Wallet,High,E-Commerce
1054,Female,Mobile,New,Groceries,Rice,Amul,48021,3,10,1896,41,Credit Card,Low,E-Commerce
3670,Female,Desktop,Returning,Home Appliances,Iron,Bosch,5720,3,15,2929,178,Cash,High,E-Commerce
3711,Female,Tablet,Returning,Groceries,Rice,Aashirvaad,31627,5,23,3904,117,Wallet,High,E-Commerce
1757,Male,Tablet,Returning,Home Appliances,Vacuum Cleaner,Panasonic,42888,3,20,2133,106,Wallet,High,E-Commerce
1405,Female,Desktop,New,Groceries,Flour,Fortune,38517,9,36,981,127,Credit Card,High,E-Commerce
3116,Female,Mobile,New,Books,Cookbook,Random House,45050,7,6,2674,75,Cash,High,E-Commerce
4383,Female,Mobile,Returning,Books,Comic,Penguin,41278,5,43,82,38,Credit Card,High,E-Commerce
2312,Male,Tablet,New,Toys,Toy Car,Mattel,25015,5,30,1196,132,Credit Card,Low,E-Commerce
2785,Female,Mobile,Returning,Books,Comic,Scholastic,12822,1,25,2999,85,Credit Card,High,E-Commerce
4619,Female,Tablet,Returning,Clothing,Jacket,Levi's,6642,9,42,3504,85,Credit Card,Low,E-Commerce
1750,Female,Tablet,Returning,Home Appliances,Iron,Whirlpool,31373,2,19,3452,57,Wallet,Medium,E-Commerce
4219,Male,Mobile,New,Electronics,Tablet,HP,12165,7,17,2550,58,Wallet,Medium,E-Commerce
4538,Female,Mobile,Returning,Toys,Board Game,Fisher-Price,20019,7,11,3649,47,Wallet,Low,E-Commerce
2762,Female,Mobile,New,Beauty,Lipstick,Maybelline,39146,2,7,1099,30,Credit Card,High,E-Commerce
4315,Female,Desktop,Returning,Beauty,Lipstick,Maybelline,44075,8,19,739,132,Wallet,Low,E-Commerce
4562,Male,Tablet,New,Toys,Board Game,Hasbro,5571,8,24,3175,112,UPI,Low,E-Commerce
4920,Male,Mobile,Returning,Electronics,Laptop,Dell,39210,9,7,3981,40,Cash,Low,E-Commerce
4005,Male,Desktop,New,Beauty,Shampoo,Dove,32220,2,31,4351,176,Credit Card,Low,E-Commerce
4578,Male,Mobile,Returning,Toys,Action Figure,Mattel,9968,1,19,3774,112,Credit Card,Low,E-Commerce
1364,Female,Tablet,New,Toys,Board Game,Mattel,21784,9,7,1876,61,Wallet,High,E-Commerce
3026,Female,Desktop,New,Groceries,Pasta,Fortune,5159,3,32,3840,159,Credit Card,Medium,E-Commerce
1481,Male,Tablet,New,Clothing,T-shirt,Zara,3462,2,5,317,21,Cash,Low,E-Commerce
3248,Male,Mobile,Returning,Beauty,Perfume,Dove,31234,2,24,1142,59,Wallet,High,E-Commerce
1153,Female,Mobile,Returning,Clothing,Jeans,Nike,42354,2,15,2129,121,Cash,Low,E-Commerce
4521,Female,Mobile,Returning,Home Appliances,Air Fryer,Whirlpool,13127,8,29,182,82,UPI,Low,E-Commerce
2524,Male,Desktop,New,Toys,Action Figure,Fisher-Price,2910,3,8,4428,180,Cash,Low,E-Commerce
3120,Male,Desktop,New,Electronics,Smartwatch,Dell,49831,1,23,65,128,Wallet,Medium,E-Commerce
3760,Male,Desktop,Returning,Toys,Puzzle,Fisher-Price,1088,8,32,2711,193,Credit Card,High,E-Commerce
3343,Male,Desktop,Returning,Beauty,Foundation,Lakme,18929,2,14,4355,29,Cash,High,E-Commerce
2040,Female,Mobile,New,Clothing,Dress,Adidas,22738,6,25,2306,158,Credit Card,Low,E-Commerce
2664,Male,Mobile,Returning,Groceries,Rice,Dawat,36493,8,40,4671,35,UPI,High,E-Commerce
2240,Male,Mobile,New,Groceries,Flour,Amul,31240,9,20,4442,27,UPI,Medium,E-Commerce
1060,Female,Desktop,New,Toys,Board Game,Hot Wheels,11728,1,37,4001,66,UPI,Low,E-Commerce
1938,Female,Desktop,New,Electronics,Smartwatch,Sony,38032,9,49,4731,136,UPI,Low,E-Commerce
2639,Female,Mobile,Returning,Home Appliances,Mixer,Philips,40355,8,17,522,193,Credit Card,Low,E-Commerce
3089,Female,Mobile,New,Books,Textbook,Penguin,20937,6,33,890,23,Cash,Low,E-Commerce
1024,Female,Desktop,Returning,Beauty,Foundation,Nivea,4964,5,8,1199,191,Wallet,Low,E-Commerce
2062,Male,Tablet,New,Toys,Puzzle,LEGO,35974,6,46,2374,111,Credit Card,High,E-Commerce
4874,Male,Mobile,Returning,Groceries,Sugar,Aashirvaad,46657,2,31,3820,36,UPI,Medium,E-Commerce
1130,Male,Mobile,Returning,Groceries,Pasta,Aashirvaad,12658,3,12,4650,101,Credit Card,Low,E-Commerce
4569,Female,Mobile,New,Electronics,Tablet,HP,7666,9,45,531,24,UPI,Medium,E-Commerce
2252,Male,Desktop,New,Groceries,Flour,Fortune,22122,3,12,3533,91,Cash,Low,E-Commerce
1107,Female,Mobile,New,Beauty,Foundation,Maybelline,13146,7,29,1508,145,Cash,High,E-Commerce
1171,Male,Mobile,New,Electronics,Smartwatch,Samsung,20810,4,30,3284,24,Wallet,Medium,E-Commerce
2458,Male,Mobile,Returning,Clothing,T-shirt,Adidas,34908,9,5,3051,54,UPI,Medium,E-Commerce
4549,Female,Mobile,Returning,Electronics,Headphones,Dell,18534,4,47,2363,42,Cash,Low,E-Commerce
1101,Female,Mobile,Returning,Home Appliances,Air Fryer,Panasonic,14867,6,37,2415,169,Cash,Low,E-Commerce
3913,Male,Tablet,Returning,Beauty,Lipstick,Nivea,27481,2,23,3219,131,Cash,Medium,E-Commerce
3571,Male,Tablet,Returning,Home Appliances,Mixer,Whirlpool,8753,7,24,4745,136,Cash,High,E-Commerce
3322,Male,Mobile,New,Beauty,Shampoo,Lakme,46676,3,22,1957,85,Wallet,Low,E-Commerce
2636,Male,Mobile,New,Clothing,T-shirt,Nike,12141,1,30,4707,183,Credit Card,Low,E-Commerce
4115,Male,Mobile,Returning,Toys,Action Figure,LEGO,22499,7,43,4127,86,Wallet,Low,E-Commerce
3864,Female,Mobile,New,Electronics,Tablet,HP,22613,5,13,2586,47,Cash,Low,E-Commerce
4004,Female,Desktop,New,Beauty,Face Wash,Maybelline,13239,7,31,3634,170,Credit Card,Medium,E-Commerce
2040,Female,Desktop,New,Beauty,Shampoo,Dove,36554,1,10,3015,160,UPI,Medium,E-Commerce
1329,Female,Desktop,New,Clothing,Sweater,H&M,15943,5,24,316,88,Wallet,Low,E-Commerce
4640,Male,Tablet,New,Books,Textbook,Random House,15241,2,42,1185,49,Credit Card,Low,E-Commerce
4894,Male,Mobile,New,Electronics,Smartphone,Apple,15841,1,5,2108,79,Wallet,High,E-Commerce
2520,Female,Desktop,Returning,Beauty,Foundation,Maybelline,34960,6,42,4626,106,Wallet,Low,E-Commerce
4886,Male,Mobile,New,Groceries,Rice,Amul,24158,5,20,4877,116,Cash,High,E-Commerce
1011,Female,Mobile,New,Clothing,Jacket,H&M,16348,4,8,392,168,Credit Card,High,E-Commerce
2341,Male,Tablet,Returning,Books,Novel,Scholastic,17240,1,7,2858,131,UPI,Low,E-Commerce
4663,Male,Tablet,Returning,Books,Biography,Random House,14966,5,26,3779,96,Credit Card,Low,E-Commerce
1215,Male,Desktop,Returning,Clothing,T-shirt,Adidas,17479,7,13,3182,61,Credit Card,Low,E-Commerce
1338,Female,Desktop,New,Books,Textbook,Scholastic,18508,1,12,1052,124,Cash,High,E-Commerce
2799,Female,Tablet,Returning,Beauty,Foundation,Maybelline,14760,4,11,329,67,Credit Card,Medium,E-Commerce
3708,Female,Tablet,New,Books,Novel,HarperCollins,15788,6,16,4436,124,UPI,High,E-Commerce
4152,Female,Mobile,Returning,Electronics,Headphones,Apple,38234,8,5,1013,169,Wallet,Low,E-Commerce
2750,Male,Mobile,New,Groceries,Cooking Oil,Patanjali,27106,7,16,2119,92,Cash,High,E-Commerce
2508,Male,Desktop,New,Beauty,Shampoo,Dove,11864,7,20,2620,114,Cash,Medium,E-Commerce
3421,Male,Desktop,Returning,Clothing,Jeans,H&M,43291,8,18,685,69,Credit Card,Medium,E-Commerce
4023,Male,Tablet,New,Groceries,Pasta,Dawat,4453,7,34,4600,195,Credit Card,High,E-Commerce
1709,Female,Desktop,New,Toys,Doll,LEGO,24944,4,47,659,85,Wallet,High,E-Commerce
2223,Male,Mobile,New,Beauty,Shampoo,Dove,28377,6,23,2173,129,Credit Card,Low,E-Commerce
4608,Male,Tablet,New,Groceries,Pasta,Fortune,39498,2,23,2291,55,Cash,Medium,E-Commerce
3513,Male,Mobile,Returning,Books,Textbook,Random House,3070,8,17,3948,48,Credit Card,High,E-Commerce
2112,Female,Tablet,Returning,Toys,Action Figure,Fisher-Price,32891,3,48,1572,117,Cash,High,E-Commerce
2291,Female,Tablet,Returning,Clothing,Sweater,Adidas,16976,4,14,2853,194,UPI,High,E-Commerce
4726,Female,Mobile,New,Clothing,Dress,Zara,10892,2,33,3867,140,Cash,High,E-Commerce
4642,Male,Desktop,Returning,Electronics,Headphones,Samsung,32666,9,32,4868,69,Cash,Low,E-Commerce
4993,Female,Desktop,Returning,Books,Biography,Random House,13141,2,17,3417,28,Cash,Low,E-Commerce
1488,Male,Desktop,New,Electronics,Headphones,Dell,25954,6,49,217,95,Wallet,High,E-Commerce
4948,Male,Desktop,Returning,Electronics,Smartphone,Dell,21587,3,19,2276,104,UPI,Low,E-Commerce
2561,Male,Mobile,Returning,Books,Textbook,Scholastic,41009,6,21,3354,24,Cash,High,E-Commerce
1046,Female,Tablet,Returning,Beauty,Foundation,L'Oreal,35164,4,27,2490,26,Credit Card,High,E-Commerce
4359,Female,Mobile,New,Toys,Doll,Hasbro,26058,8,47,3784,191,Credit Card,Medium,E-Commerce
1777,Male,Desktop,Returning,Home Appliances,Mixer,LG,36232,3,14,702,56,Cash,Medium,E-Commerce
2039,Male,Desktop,Returning,Electronics,Smartphone,Apple,31628,8,40,1484,144,Credit Card,Low,E-Commerce
1710,Female,Mobile,Returning,Groceries,Sugar,Fortune,9802,3,18,1297,22,Credit Card,High,E-Commerce
1400,Female,Tablet,New,Toys,Board Game,Hasbro,6854,5,36,1674,162,Wallet,Low,E-Commerce
4990,Female,Mobile,New,Beauty,Lipstick,Dove,24952,2,38,3900,102,UPI,Medium,E-Commerce
2817,Male,Mobile,Returning,Books,Biography,Random House,25458,6,35,4417,132,Credit Card,Low,E-Commerce
4028,Male,Mobile,Returning,Clothing,T-shirt,Adidas,30790,7,43,4017,22,UPI,High,E-Commerce
4157,Male,Tablet,Returning,Beauty,Lipstick,L'Oreal,12502,8,36,2766,103,Credit Card,Low,E-Commerce
1249,Female,Mobile,New,Electronics,Headphones,Sony,26623,4,20,874,98,Cash,High,E-Commerce
